masv,mamh,diem
C0431,KTLT,6.0
C0431,LQL1,7.5
C0431,LQL2,5.5
C0431,NMLT,4.0
C0431,TOA1,5.5
C0431,TOA2,5.0
C0431,TTNT,7.0
C0432,CSD1,8.0
C0432,CSD2,4.5
C0432,CTDL,8.5
C0432,KTLT,10.0
C0432,LQL1,6.0
C0432,LQL2,4.5
C0432,NMLT,10.0
C0432,TOA1,5.5
C0432,TOA2,7.0
C0432,TTNT,8.5
C0433,CSD1,6.0
C0433,CSD2,7.0
C0433,CTDL,9.0
C0433,KTLT,5.5
C0433,LQL1,8.5
C0433,LQL2,5.0
C0433,NMLT,5.5
C0433,TOA1,8.5
C0433,TOA2,7.0
C0433,TTNT,6.0
C0434,CSD1,9.0
C0434,CSD2,4.5
C0434,CTDL,5.5
C0434,KTLT,5.5
C0434,LQL1,8.5
C0434,LQL2,6.0
C0434,NMLT,7.0
C0434,TOA1,7.0
C0434,TOA2,5.5
C0434,TTNT,9.0
C0435,CSD1,8.0
C0435,CSD2,5.5
C0435,CTDL,7.5
C0435,KTLT,5.0
C0435,LQL1,9.0
C0435,LQL2,5.5
C0435,NMLT,5.5
C0435,TOA1,4.5
C0435,TOA2,6.5
C0435,TTNT,8.5
C0436,CSD1,10.0
C0436,CSD2,9.5
C0436,CTDL,10.0
C0436,KTLT,6.0
C0436,LQL1,6.5
C0436,LQL2,8.5
C0436,NMLT,7.5
C0436,TOA1,8.0
C0436,TOA2,9.0
C0436,TTNT,7.0
C0437,CSD1,6.5
C0437,CSD2,9.5
C0437,CTDL,6.5
C0437,KTLT,5.0
C0437,LQL1,9.0
C0437,LQL2,8.0
C0437,NMLT,9.5
C0437,TOA1,6.5
C0437,TOA2,4.5
C0437,TTNT,7.5
C0438,CSD1,4.5
C0438,CSD2,7.0
C0438,CTDL,9.0
C0438,KTLT,7.5
C0438,LQL1,10.0
C0438,LQL2,4.0
C0438,NMLT,6.5
C0438,TOA1,8.0
C0438,TOA2,7.0
C0438,TTNT,7.0
C0439,CSD1,5.0
C0439,CSD2,6.0
C0439,CTDL,7.0
C0439,KTLT,9.0
C0439,LQL1,7.5
C0439,LQL2,9.5
C0439,NMLT,9.0
C0439,TOA1,8.0
C0439,TOA2,8.0
C0439,TTNT,6.0
C0440,CSD1,6.0
C0440,CSD2,4.0
C0440,CTDL,8.5
C0440,KTLT,5.0
C0440,LQL1,7.0
C0440,LQL2,8.0
C0440,NMLT,7.5
C0440,TOA1,5.0
C0440,TOA2,5.5
C0440,TTNT,9.0
C0441,CSD1,8.0
C0441,CSD2,4.0
C0441,CTDL,4.0
C0441,KTLT,9.0
C0441,LQL1,4.5
C0441,LQL2,7.0
C0441,NMLT,7.5
C0441,TOA1,10.0
C0441,TOA2,10.0
C0441,TTNT,7.0
C0442,CSD1,8.0
C0442,CSD2,7.0
C0442,CTDL,10.0
C0442,KTLT,8.0
C0442,LQL1,7.0
C0442,LQL2,7.0
C0442,NMLT,8.5
C0442,TOA1,9.0
C0442,TOA2,5.0
C0442,TTNT,7.5
C0443,CSD1,8.0
C0443,CSD2,9.0
C0443,CTDL,6.5
C0443,KTLT,9.5
C0443,LQL1,4.0
C0443,LQL2,8.5
C0443,NMLT,4.5
C0443,TOA1,7.0
C0443,TOA2,6.0
C0443,TTNT,5.5
C0444,CSD1,6.0
C0444,CSD2,6.5
C0444,CTDL,5.0
C0444,KTLT,8.5
C0444,LQL1,9.5
C0444,LQL2,5.5
C0444,NMLT,4.5
C0444,TOA1,7.5
C0444,TOA2,7.0
C0444,TTNT,6.0
C0445,CSD1,8.0
C0445,CSD2,8.0
C0445,CTDL,8.5
C0445,KTLT,5.5
C0445,LQL1,9.0
C0445,LQL2,5.5
C0445,NMLT,6.0
C0445,TOA1,5.5
C0445,TOA2,5.0
C0445,TTNT,6.5
C0446,CSD1,7.0
C0446,CSD2,6.0
C0446,CTDL,7.5
C0446,KTLT,9.0
C0446,LQL1,5.0
C0446,LQL2,10.0
C0446,NMLT,6.0
C0446,TOA1,8.0
C0446,TOA2,6.0
C0446,TTNT,10.0
C0447,CSD1,6.0
C0447,CSD2,7.5
C0447,CTDL,9.5
C0447,KTLT,6.5
C0447,LQL1,6.5
C0447,LQL2,8.0
C0447,NMLT,7.0
C0447,TOA1,9.0
C0447,TOA2,5.0
C0447,TTNT,4.5
C0448,CSD1,5.0
C0448,CSD2,10.0
C0448,CTDL,10.0
C0448,KTLT,7.0
C0448,LQL1,8.0
C0448,LQL2,8.5
C0448,NMLT,5.0
C0448,TOA1,6.0
C0448,TOA2,7.5
C0448,TTNT,9.5
C0449,CSD1,8.5
C0449,CSD2,8.5
C0449,CTDL,5.0
C0449,KTLT,7.0
C0449,LQL1,6.5
C0449,LQL2,6.0
C0449,NMLT,7.0
C0449,TOA1,9.0
C0449,TOA2,9.5
C0449,TTNT,5.5
C0450,CSD1,8.5
C0450,CSD2,9.0
C0450,CTDL,9.0
C0450,KTLT,8.0
C0450,LQL1,8.5
C0450,LQL2,8.5
C0450,NMLT,5.5
C0450,TOA1,9.5
C0450,TOA2,4.0
C0450,TTNT,7.5
C0451,CSD1,5.5
C0451,CSD2,4.0
C0451,CTDL,8.0
C0451,KTLT,5.5
C0451,LQL1,9.5
C0451,LQL2,10.0
C0451,NMLT,9.5
C0451,TOA1,7.0
C0451,TOA2,8.0
C0451,TTNT,5.5
C0452,CSD1,6.0
C0452,CSD2,7.5
C0452,CTDL,4.0
C0452,KTLT,10.0
C0452,LQL1,7.0
C0452,LQL2,8.5
C0452,NMLT,6.0
C0452,TOA1,8.0
C0452,TOA2,7.0
C0452,TTNT,8.0
C0453,CSD1,4.5
C0453,CSD2,9.0
C0453,CTDL,7.5
C0453,KTLT,4.0
C0453,LQL1,5.5
C0453,LQL2,8.5
C0453,NMLT,9.5
C0453,TOA1,9.5
C0453,TOA2,7.0
C0453,TTNT,5.5
C0454,CSD1,6.0
C0454,CSD2,9.5
C0454,CTDL,8.5
C0454,KTLT,7.0
C0454,LQL1,9.0
C0454,LQL2,8.5
C0454,NMLT,8.0
C0454,TOA1,5.5
C0454,TOA2,5.5
C0454,TTNT,5.0
C0455,CSD1,5.5
C0455,CSD2,9.0
C0455,CTDL,7.5
C0455,KTLT,6.0
C0455,LQL1,4.5
C0455,LQL2,5.0
C0455,NMLT,9.0
C0455,TOA1,8.0
C0455,TOA2,7.5
C0455,TTNT,8.0
C0456,CSD1,8.0
C0456,CSD2,5.0
C0456,CTDL,10.0
C0456,KTLT,5.0
C0456,LQL1,9.0
C0456,LQL2,9.5
C0456,NMLT,5.5
C0456,TOA1,6.0
C0456,TOA2,6.5
C0456,TTNT,4.5
C0457,CSD1,7.5
C0457,CSD2,4.0
C0457,CTDL,10.0
C0457,KTLT,7.5
C0457,LQL1,8.0
C0457,LQL2,7.5
C0457,NMLT,9.5
C0457,TOA1,7.0
C0457,TOA2,9.5
C0457,TTNT,10.0
C0458,CSD1,7.0
C0458,CSD2,6.5
C0458,CTDL,8.0
C0458,KTLT,10.0
C0458,LQL1,7.5
C0458,LQL2,7.5
C0458,NMLT,4.0
C0458,TOA1,8.0
C0458,TOA2,9.5
C0458,TTNT,10.0
C0459,CSD1,10.0
C0459,CSD2,8.0
C0459,CTDL,4.5
C0459,KTLT,6.0
C0459,LQL1,8.5
C0459,LQL2,9.0
C0459,NMLT,7.0
C0459,TOA1,4.5
C0459,TOA2,6.5
C0459,TTNT,9.0
C0460,CSD1,8.5
C0460,CSD2,6.0
C0460,CTDL,9.0
C0460,KTLT,5.0
C0460,LQL1,9.0
C0460,LQL2,6.5
C0460,NMLT,9.0
C0460,TOA1,4.0
C0460,TOA2,9.0
C0460,TTNT,7.0
C0461,CSD1,8.0
C0461,CSD2,6.5
C0461,CTDL,5.0
C0461,KTLT,7.5
C0461,LQL1,10.0
C0461,LQL2,4.5
C0461,NMLT,8.0
C0461,TOA1,8.5
C0461,TOA2,10.0
C0461,TTNT,7.0
C0462,CSD1,7.5
C0462,CSD2,6.0
C0462,CTDL,4.5
C0462,KTLT,7.5
C0462,LQL1,8.5
C0462,LQL2,6.0
C0462,NMLT,4.5
C0462,TOA1,5.0
C0462,TOA2,9.0
C0462,TTNT,6.0
C0463,CSD1,9.0
C0463,CSD2,7.0
C0463,CTDL,8.5
C0463,KTLT,9.0
C0463,LQL1,10.0
C0463,LQL2,10.0
C0463,NMLT,5.0
C0463,TOA1,7.5
C0463,TOA2,6.0
C0463,TTNT,5.0
C0464,CSD1,6.0
C0464,CSD2,6.5
C0464,CTDL,9.0
C0464,KTLT,9.5
C0464,LQL1,8.5
C0464,LQL2,8.5
C0464,NMLT,5.0
C0464,TOA1,6.0
C0464,TOA2,8.5
C0464,TTNT,5.0
C0465,CSD1,9.0
C0465,CSD2,9.5
C0465,CTDL,5.5
C0465,KTLT,5.0
C0465,LQL1,8.0
C0465,LQL2,4.0
C0465,NMLT,10.0
C0465,TOA1,9.5
C0465,TOA2,6.5
C0465,TTNT,8.0
C0466,CSD1,9.5
C0466,CSD2,6.0
C0466,CTDL,6.5
C0466,KTLT,9.5
C0466,LQL1,10.0
C0466,LQL2,7.5
C0466,NMLT,4.5
C0466,TOA1,9.0
C0466,TOA2,6.0
C0466,TTNT,6.0
C0467,CSD1,9.0
C0467,CSD2,5.0
C0467,CTDL,6.5
C0467,KTLT,8.0
C0467,LQL1,10.0
C0467,LQL2,4.5
C0467,NMLT,5.5
C0467,TOA1,9.0
C0467,TOA2,7.0
C0467,TTNT,8.0
C0468,CSD1,7.0
C0468,CSD2,8.5
C0468,CTDL,8.0
C0468,KTLT,8.0
C0468,LQL1,4.5
C0468,LQL2,8.5
C0468,NMLT,6.5
C0468,TOA1,5.0
C0468,TOA2,8.0
C0468,TTNT,9.0
C0469,CSD1,10.0
C0469,CSD2,9.5
C0469,CTDL,4.0
C0469,KTLT,9.0
C0469,LQL1,9.5
C0469,LQL2,9.0
C0469,NMLT,5.0
C0469,TOA1,6.0
C0469,TOA2,7.0
C0469,TTNT,8.0
C0470,CSD1,5.0
C0470,CSD2,5.0
C0470,CTDL,8.0
C0470,KTLT,7.5
C0470,LQL1,7.0
C0470,LQL2,9.5
C0470,NMLT,5.0
C0470,TOA1,7.5
C0470,TOA2,5.0
C0470,TTNT,9.5
C0471,CSD1,6.5
C0471,CSD2,7.0
C0471,CTDL,5.5
C0471,KTLT,6.0
C0471,LQL1,5.0
C0471,LQL2,5.0
C0471,NMLT,9.0
C0471,TOA1,4.0
C0471,TOA2,4.0
C0471,TTNT,6.0
C0472,CSD1,8.0
C0472,CSD2,5.5
C0472,CTDL,9.5
C0472,KTLT,5.0
C0472,LQL1,6.5
C0472,LQL2,5.0
C0472,NMLT,10.0
C0472,TOA1,7.5
C0472,TOA2,9.5
C0472,TTNT,9.0
C0473,CSD1,5.0
C0473,CSD2,6.5
C0473,CTDL,7.0
C0473,KTLT,8.0
C0473,LQL1,4.5
C0473,LQL2,7.0
C0473,NMLT,4.0
C0473,TOA1,9.0
C0473,TOA2,5.5
C0473,TTNT,4.5
C0474,CSD1,6.0
C0474,CSD2,5.0
C0474,CTDL,8.0
C0474,KTLT,8.5
C0474,LQL1,6.0
C0474,LQL2,6.0
C0474,NMLT,5.0
C0474,TOA1,9.5
C0474,TOA2,7.5
C0474,TTNT,7.5
C0475,CSD1,10.0
C0475,CSD2,5.5
C0475,CTDL,5.5
C0475,KTLT,8.5
C0475,LQL1,6.5
C0475,LQL2,7.5
C0475,NMLT,10.0
C0475,TOA1,7.0
C0475,TOA2,6.5
C0475,TTNT,7.0
C0476,CSD1,4.5
C0476,CSD2,10.0
C0476,CTDL,8.5
C0476,KTLT,9.0
C0476,LQL1,9.0
C0476,LQL2,5.0
C0476,NMLT,9.0
C0476,TOA1,8.0
C0476,TOA2,7.0
C0476,TTNT,6.5
C0477,CSD1,7.5
C0477,CSD2,7.0
C0477,CTDL,4.5
C0477,KTLT,5.5
C0477,LQL1,6.5
C0477,LQL2,9.5
C0477,NMLT,7.5
C0477,TOA1,8.0
C0477,TOA2,6.5
C0477,TTNT,10.0
C0478,CSD1,8.0
C0478,CSD2,5.5
C0478,CTDL,7.0
C0478,KTLT,5.0
C0478,LQL1,6.5
C0478,LQL2,7.5
C0478,NMLT,6.0
C0478,TOA1,7.5
C0478,TOA2,5.0
C0478,TTNT,7.5
C0479,CSD1,9.0
C0479,CSD2,6.0
C0479,CTDL,10.0
C0479,KTLT,4.0
C0479,LQL1,6.0
C0479,LQL2,9.5
C0479,NMLT,6.0
C0479,TOA1,10.0
C0479,TOA2,9.0
C0479,TTNT,8.5
C0480,CSD1,5.0
C0480,CSD2,10.0
C0480,CTDL,7.5
C0480,KTLT,5.0
C0480,LQL1,10.0
C0480,LQL2,10.0
C0480,NMLT,5.0
C0480,TOA1,5.0
C0480,TOA2,7.5
C0480,TTNT,8.0
C0481,CSD1,7.5
C0481,CSD2,8.5
C0481,CTDL,6.0
C0481,KTLT,8.5
C0481,LQL1,4.5
C0481,LQL2,10.0
C0481,NMLT,6.5
C0481,TOA1,6.5
C0481,TOA2,6.0
C0481,TTNT,5.0
C0482,CSD1,9.0
C0482,CSD2,7.0
C0482,CTDL,8.0
C0482,KTLT,7.5
C0482,LQL1,7.0
C0482,LQL2,7.5
C0482,NMLT,5.5
C0482,TOA1,8.0
C0482,TOA2,8.0
C0482,TTNT,10.0
C0483,CSD1,9.5
C0483,CSD2,9.5
C0483,CTDL,8.0
C0483,KTLT,5.5
C0483,LQL1,8.0
C0483,LQL2,9.5
C0483,NMLT,10.0
C0483,TOA1,8.5
C0483,TOA2,9.0
C0483,TTNT,9.5
C0484,CSD1,6.5
C0484,CSD2,8.5
C0484,CTDL,4.0
C0484,KTLT,5.5
C0484,LQL1,6.5
C0484,LQL2,5.5
C0484,NMLT,8.0
C0484,TOA1,8.5
C0484,TOA2,9.5
C0484,TTNT,9.0
C0485,CSD1,5.5
C0485,CSD2,6.0
C0485,CTDL,6.0
C0485,KTLT,5.0
C0485,LQL1,9.0
C0485,LQL2,9.0
C0485,NMLT,8.5
C0485,TOA1,9.0
C0485,TOA2,9.0
C0485,TTNT,8.0
C0486,CSD1,6.5
C0486,CSD2,9.0
C0486,CTDL,7.5
C0486,KTLT,4.0
C0486,LQL1,8.5
C0486,LQL2,5.5
C0486,NMLT,9.0
C0486,TOA1,5.0
C0486,TOA2,4.5
C0486,TTNT,10.0
C0487,CSD1,5.0
C0487,CSD2,6.5
C0487,CTDL,7.0
C0487,KTLT,8.0
C0487,LQL1,9.5
C0487,LQL2,7.0
C0487,NMLT,7.0
C0487,TOA1,7.0
C0487,TOA2,7.0
C0487,TTNT,9.5
C0488,CSD1,5.5
C0488,CSD2,7.0
C0488,CTDL,7.5
C0488,KTLT,5.5
C0488,LQL1,5.5
C0488,LQL2,5.0
C0488,NMLT,9.5
C0488,TOA1,8.5
C0488,TOA2,7.5
C0488,TTNT,8.0
C0489,CSD1,8.0
C0489,CSD2,8.0
C0489,CTDL,5.0
C0489,KTLT,9.5
C0489,LQL1,9.5
C0489,LQL2,7.5
C0489,NMLT,9.5
C0489,TOA1,5.0
C0489,TOA2,6.0
C0489,TTNT,7.5
C0490,CSD1,9.0
C0490,CSD2,7.5
C0490,CTDL,8.5
C0490,KTLT,5.0
C0490,LQL1,7.0
C0490,LQL2,6.0
C0490,NMLT,6.5
C0490,TOA1,5.5
C0490,TOA2,8.5
C0490,TTNT,8.5
C0491,CSD1,5.0
C0491,CSD2,10.0
C0491,CTDL,5.5
C0491,KTLT,7.0
C0491,LQL1,9.0
C0491,LQL2,9.5
C0491,NMLT,6.5
C0491,TOA1,6.5
C0491,TOA2,6.5
C0491,TTNT,5.0
C0492,CSD1,5.5
C0492,CSD2,6.0
C0492,CTDL,9.0
C0492,KTLT,8.0
C0492,LQL1,7.0
C0492,LQL2,6.5
C0492,NMLT,6.0
C0492,TOA1,7.0
C0492,TOA2,10.0
C0492,TTNT,5.0
C0493,CSD1,8.5
C0493,CSD2,10.0
C0493,CTDL,6.0
C0493,KTLT,6.5
C0493,LQL1,7.5
C0493,LQL2,8.0
C0493,NMLT,7.0
C0493,TOA1,5.5
C0493,TOA2,7.0
C0493,TTNT,6.5
C0494,CSD1,9.5
C0494,CSD2,8.0
C0494,CTDL,5.5
C0494,KTLT,7.0
C0494,LQL1,7.0
C0494,LQL2,7.5
C0494,NMLT,6.0
C0494,TOA1,9.5
C0494,TOA2,4.0
C0494,TTNT,7.0
C0495,CSD1,4.0
C0495,CSD2,9.0
C0495,CTDL,8.0
C0495,KTLT,7.5
C0495,LQL1,9.0
C0495,LQL2,4.5
C0495,NMLT,6.0
C0495,TOA1,9.0
C0495,TOA2,9.0
C0495,TTNT,9.5
C0496,CSD1,6.0
C0496,CSD2,4.0
C0496,CTDL,6.0
C0496,KTLT,8.5
C0496,LQL1,8.5
C0496,LQL2,4.0
C0496,NMLT,5.0
C0496,TOA1,8.0
C0496,TOA2,5.0
C0496,TTNT,8.0
C0497,CSD1,7.0
C0497,CSD2,10.0
C0497,CTDL,7.0
C0497,KTLT,6.0
C0497,LQL1,6.5
C0497,LQL2,8.5
C0497,NMLT,7.0
C0497,TOA1,5.5
C0497,TOA2,5.5
C0497,TTNT,9.0
C0498,CSD1,10.0
C0498,CSD2,6.0
C0498,CTDL,7.0
C0498,KTLT,9.0
C0498,LQL1,8.5
C0498,LQL2,6.0
C0498,NMLT,9.5
C0498,TOA1,7.0
C0498,TOA2,10.0
C0498,TTNT,8.0
C0499,CSD1,6.5
C0499,CSD2,5.0
C0499,CTDL,5.5
C0499,KTLT,8.0
C0499,LQL1,9.5
C0499,LQL2,7.0
C0499,NMLT,4.0
C0499,TOA1,8.0
C0499,TOA2,10.0
C0499,TTNT,7.5
C0500,CSD1,6.0
C0500,CSD2,8.5
C0500,CTDL,8.0
C0500,KTLT,6.0
C0500,LQL1,4.5
C0500,LQL2,5.0
C0500,NMLT,9.0
C0500,TOA1,6.0
C0500,TOA2,6.0
C0500,TTNT,6.0
T0501,CSD1,5.5
T0501,CSD2,9.5
T0501,CTDL,5.0
T0501,KTLT,5.0
T0501,LQL1,6.5
T0501,LQL2,9.5
T0501,NMLT,6.5
T0501,TOA1,5.0
T0501,TOA2,5.0
T0501,TTNT,8.0
T0502,CSD1,6.5
T0502,CSD2,5.5
T0502,CTDL,7.0
T0502,KTLT,5.5
T0502,LQL1,9.0
T0502,LQL2,7.0
T0502,NMLT,10.0
T0502,TOA1,8.5
T0502,TOA2,9.5
T0502,TTNT,8.0
T0503,CSD1,6.5
T0503,CSD2,8.0
T0503,CTDL,8.5
T0503,KTLT,6.5
T0503,LQL1,9.0
T0503,LQL2,5.0
T0503,NMLT,8.5
T0503,TOA1,6.5
T0503,TOA2,5.0
T0503,TTNT,4.5
T0504,CSD1,6.0
T0504,CSD2,9.5
T0504,CTDL,10.0
T0504,KTLT,4.5
T0504,LQL1,8.5
T0504,LQL2,7.0
T0504,NMLT,8.5
T0504,TOA1,8.0
T0504,TOA2,8.0
T0504,TTNT,7.5
T0505,CSD1,9.5
T0505,CSD2,8.0
T0505,CTDL,8.5
T0505,KTLT,7.5
T0505,LQL1,6.0
T0505,LQL2,6.0
T0505,NMLT,5.0
T0505,TOA1,5.5
T0505,TOA2,6.0
T0505,TTNT,9.5
T0506,CSD1,7.5
T0506,CSD2,5.5
T0506,CTDL,5.0
T0506,KTLT,7.0
T0506,LQL1,9.5
T0506,LQL2,8.5
T0506,NMLT,9.0
T0506,TOA1,7.5
T0506,TOA2,9.0
T0506,TTNT,5.5
T0507,CSD1,8.0
T0507,CSD2,9.0
T0507,CTDL,8.0
T0507,KTLT,4.0
T0507,LQL1,6.5
T0507,LQL2,6.0
T0507,NMLT,5.0
T0507,TOA1,6.0
T0507,TOA2,9.0
T0507,TTNT,6.0
T0508,CSD1,9.0
T0508,CSD2,8.5
T0508,CTDL,5.5
T0508,KTLT,9.5
T0508,LQL1,9.0
T0508,LQL2,9.5
T0508,NMLT,5.0
T0508,TOA1,8.0
T0508,TOA2,9.5
T0508,TTNT,10.0
T0509,CSD1,9.0
T0509,CSD2,8.5
T0509,CTDL,6.0
T0509,KTLT,8.5
T0509,LQL1,6.5
T0509,LQL2,8.0
T0509,NMLT,6.0
T0509,TOA1,5.0
T0509,TOA2,9.5
T0509,TTNT,9.0
T0510,CSD1,7.0
T0510,CSD2,10.0
T0510,CTDL,8.5
T0510,KTLT,7.0
T0510,LQL1,5.0
T0510,LQL2,6.5
T0510,NMLT,8.0
T0510,TOA1,8.0
T0510,TOA2,8.0
T0510,TTNT,8.0
T0511,CSD1,6.0
T0511,CSD2,8.5
T0511,CTDL,5.0
T0511,KTLT,10.0
T0511,LQL1,9.5
T0511,LQL2,7.5
T0511,NMLT,10.0
T0511,TOA1,9.5
T0511,TOA2,7.5
T0511,TTNT,6.0
T0512,CSD1,6.0
T0512,CSD2,10.0
T0512,CTDL,7.5
T0512,KTLT,6.5
T0512,LQL1,6.0
T0512,LQL2,9.0
T0512,NMLT,8.5
T0512,TOA1,9.0
T0512,TOA2,6.0
T0512,TTNT,10.0
T0513,CSD1,10.0
T0513,CSD2,7.0
T0513,CTDL,6.5
T0513,KTLT,10.0
T0513,LQL1,6.5
T0513,LQL2,9.0
T0513,NMLT,7.5
T0513,TOA1,8.0
T0513,TOA2,8.0
T0513,TTNT,9.5
T0514,CSD1,5.5
T0514,CSD2,7.5
T0514,CTDL,7.0
T0514,KTLT,9.5
T0514,LQL1,8.0
T0514,LQL2,8.0
T0514,NMLT,9.0
T0514,TOA1,4.0
T0514,TOA2,5.5
T0514,TTNT,5.5
T0515,CSD1,6.0
T0515,CSD2,7.5
T0515,CTDL,5.0
T0515,KTLT,8.0
T0515,LQL1,6.5
T0515,LQL2,4.5
T0515,NMLT,6.5
T0515,TOA1,5.5
T0515,TOA2,6.5
T0515,TTNT,8.5
T0516,CSD1,8.5
T0516,CSD2,6.0
T0516,CTDL,5.0
T0516,KTLT,8.0
T0516,LQL1,6.5
T0516,LQL2,7.5
T0516,NMLT,4.5
T0516,TOA1,6.5
T0516,TOA2,7.0
T0516,TTNT,9.0
T0517,CSD1,5.5
T0517,CSD2,5.0
T0517,CTDL,9.5
T0517,KTLT,10.0
T0517,LQL1,7.0
T0517,LQL2,6.5
T0517,NMLT,7.0
T0517,TOA1,10.0
T0517,TOA2,9.0
T0517,TTNT,5.0
T0518,CSD1,10.0
T0518,CSD2,8.0
T0518,CTDL,4.5
T0518,KTLT,7.5
T0518,LQL1,8.5
T0518,LQL2,10.0
T0518,NMLT,8.5
T0518,TOA1,6.5
T0518,TOA2,7.5
T0518,TTNT,9.5
T0519,CSD1,10.0
T0519,CSD2,9.0
T0519,CTDL,4.5
T0519,KTLT,9.5
T0519,LQL1,5.0
T0519,LQL2,5.5
T0519,NMLT,6.5
T0519,TOA1,6.5
T0519,TOA2,6.0
T0519,TTNT,4.0
T0520,CSD1,6.5
T0520,CSD2,8.0
T0520,CTDL,4.5
T0520,KTLT,10.0
T0520,LQL1,7.5
T0520,LQL2,5.0
T0520,NMLT,9.0
T0520,TOA1,6.5
T0520,TOA2,8.0
T0520,TTNT,7.5
T0521,CSD1,5.5
T0521,CSD2,9.5
T0521,CTDL,5.0
T0521,KTLT,7.0
T0521,LQL1,7.0
T0521,LQL2,7.0
T0521,NMLT,8.0
T0521,TOA1,5.0
T0521,TOA2,9.5
T0521,TTNT,7.0
T0522,CSD1,8.0
T0522,CSD2,7.5
T0522,CTDL,7.0
T0522,KTLT,8.0
T0522,LQL1,7.5
T0522,LQL2,10.0
T0522,NMLT,9.5
T0522,TOA1,7.0
T0522,TOA2,6.5
T0522,TTNT,4.5
T0523,CSD1,6.0
T0523,CSD2,7.0
T0523,CTDL,7.0
T0523,KTLT,10.0
T0523,LQL1,7.0
T0523,LQL2,6.5
T0523,NMLT,7.5
T0523,TOA1,5.0
T0523,TOA2,9.0
T0523,TTNT,6.5
T0524,CSD1,9.5
T0524,CSD2,10.0
T0524,CTDL,5.0
T0524,KTLT,9.0
T0524,LQL1,5.0
T0524,LQL2,7.0
T0524,NMLT,6.5
T0524,TOA1,8.5
T0524,TOA2,8.0
T0524,TTNT,7.5
T0525,CSD1,7.0
T0525,CSD2,5.5
T0525,CTDL,7.0
T0525,KTLT,5.0
T0525,LQL1,9.0
T0525,LQL2,5.0
T0525,NMLT,5.0
T0525,TOA1,4.0
T0525,TOA2,6.5
T0525,TTNT,9.5
T0526,CSD1,5.5
T0526,CSD2,10.0
T0526,CTDL,9.0
T0526,KTLT,9.5
T0526,LQL1,6.5
T0526,LQL2,4.0
T0526,NMLT,5.5
T0526,TOA1,8.0
T0526,TOA2,6.0
T0526,TTNT,4.0
T0527,CSD1,9.5
T0527,CSD2,9.5
T0527,CTDL,9.5
T0527,KTLT,8.0
T0527,LQL1,8.0
T0527,LQL2,7.5
T0527,NMLT,5.5
T0527,TOA1,6.0
T0527,TOA2,7.0
T0527,TTNT,6.5
T0528,CSD1,5.0
T0528,CSD2,10.0
T0528,CTDL,5.5
T0528,KTLT,5.5
T0528,LQL1,6.0
T0528,LQL2,7.5
T0528,NMLT,5.5
T0528,TOA1,8.0
T0528,TOA2,6.0
T0528,TTNT,5.0
T0529,CSD1,7.5
T0529,CSD2,8.0
T0529,CTDL,9.0
T0529,KTLT,8.5
T0529,LQL1,10.0
T0529,LQL2,8.0
T0529,NMLT,8.5
T0529,TOA1,10.0
T0529,TOA2,5.5
T0529,TTNT,6.5
T0530,CSD1,10.0
T0530,CSD2,8.0
T0530,CTDL,5.5
T0530,KTLT,8.0
T0530,LQL1,10.0
T0530,LQL2,6.0
T0530,NMLT,5.0
T0530,TOA1,8.5
T0530,TOA2,5.5
T0530,TTNT,6.0
T0531,CSD1,6.5
T0531,CSD2,10.0
T0531,CTDL,6.0
T0531,KTLT,7.0
T0531,LQL1,9.0
T0531,LQL2,10.0
T0531,NMLT,5.0
T0531,TOA1,7.5
T0531,TOA2,7.0
T0531,TTNT,7.5
T0532,CSD1,7.5
T0532,CSD2,8.0
T0532,CTDL,9.5
T0532,KTLT,7.0
T0532,LQL1,5.0
T0532,LQL2,8.0
T0532,NMLT,8.0
T0532,TOA1,7.0
T0532,TOA2,9.0
T0532,TTNT,6.0
T0533,CSD1,9.0
T0533,CSD2,7.0
T0533,CTDL,7.0
T0533,KTLT,6.5
T0533,LQL1,7.0
T0533,LQL2,6.5
T0533,NMLT,7.5
T0533,TOA1,7.0
T0533,TOA2,8.0
T0533,TTNT,8.0
T0534,CSD1,7.0
T0534,CSD2,8.5
T0534,CTDL,5.0
T0534,KTLT,9.5
T0534,LQL1,7.0
T0534,LQL2,9.0
T0534,NMLT,7.0
T0534,TOA1,5.0
T0534,TOA2,8.0
T0534,TTNT,10.0
T0535,CSD1,10.0
T0535,CSD2,5.5
T0535,CTDL,9.0
T0535,KTLT,8.0
T0535,LQL1,9.5
T0535,LQL2,5.0
T0535,NMLT,7.0
T0535,TOA1,9.0
T0535,TOA2,6.0
T0535,TTNT,6.5
T0536,CSD1,7.0
T0536,CSD2,8.0
T0536,CTDL,9.5
T0536,KTLT,6.5
T0536,LQL1,9.5
T0536,LQL2,5.0
T0536,NMLT,6.0
T0536,TOA1,7.5
T0536,TOA2,6.0
T0536,TTNT,4.0
T0537,CSD1,6.0
T0537,CSD2,9.5
T0537,CTDL,10.0
T0537,KTLT,9.0
T0537,LQL1,10.0
T0537,LQL2,6.5
T0537,NMLT,8.5
T0537,TOA1,6.5
T0537,TOA2,7.5
T0537,TTNT,9.0
T0538,CSD1,8.0
T0538,CSD2,6.0
T0538,CTDL,8.5
T0538,KTLT,6.0
T0538,LQL1,10.0
T0538,LQL2,8.5
T0538,NMLT,9.0
T0538,TOA1,10.0
T0538,TOA2,7.0
